path,breed,split
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_13356.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_2153.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_4725.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_9379.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_4632.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_7102.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_9621.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_11042.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_7300.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_8568.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_13483.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_699.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_7143.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_10647.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_208.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_1886.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_1251.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_5517.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_12076.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_15377.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_3621.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_4255.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_5144.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_5766.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_10036.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_607.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_16217.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_7238.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_7731.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_5284.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_16429.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_788.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_5166.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_2553.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_4462.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_13011.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_3033.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_1694.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_7311.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_12749.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_34.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_15436.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_814.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_4663.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_17147.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_4790.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_7205.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_6383.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_2654.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_11226.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_6816.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_4653.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_5181.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_3171.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_11757.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_14813.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_18196.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_534.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_9090.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_971.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_15810.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_16316.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_14636.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_2779.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_11493.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_3575.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_9597.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_14066.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_18610.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_17564.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_16424.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_7841.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_790.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_4763.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_385.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_2418.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_8399.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_7459.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_14425.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_7703.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_9282.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_8834.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_8437.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\doberman\n02107142_5196.jpg,doberman,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_120.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_196.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_45.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_125.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_73.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_138.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_119.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_9.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_200.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_79.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_169.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_173.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_177.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_154.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_168.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_97.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_59.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_114.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_28.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_17.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_50.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_115.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_60.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_53.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_16.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_81.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_110.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_30.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_96.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_93.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_92.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_77.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_90.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_75.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_25.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_21.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_24.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_33.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_180.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_64.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_88.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_32.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_191.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_172.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_89.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_80.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_52.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_67.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_116.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_150.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_167.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_121.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_1.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_190.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_152.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_186.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_65.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_3.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_94.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_76.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_46.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_39.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_142.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_101.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_151.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_136.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_147.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_84.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_106.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_62.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_129.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_40.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_11.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_5.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_137.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_48.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_44.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_155.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_82.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_83.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_27.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_146.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_91.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_58.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_63.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_117.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_122.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_184.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_19.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_109.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_133.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_199.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_144.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_10.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_47.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_15.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_99.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_160.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_112.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_181.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_36.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_183.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_41.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_4.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_143.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_85.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_128.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_66.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_18.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_193.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_182.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_104.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_195.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_57.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_188.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_2.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_102.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_171.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_26.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_176.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_100.jpg,english_cocker_spaniel,train
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\english_cocker_spaniel\oxford_english_cocker_spaniel_134.jpg,english_cocker_spaniel,train
